codfornec,nome,nomefantasia,bairro,cep,campolivre1,campolivre2,cgccpf,codcidade,codtipo,contacx,contato,ctctbred,endereco,estado,fax,fone,inscest,observacao,pessoa_fj,homepage,email,ativo,codcliente,celular,inscmunicipal,codmunicipio,tipofornece,comissao,complemento,numero,optantesimples,identificacao,caracteristica_tributaria,detalhe_regime,regimetributario
000056,COMERCIAL JAHU BORRACHAS E AUTOPECAS LTDA - JAHU,JAHU - BORRACHAS,PEIXINHOS,53220375,,,61136701000228,01573,003,0207001,ERIVALDO- REP,,AV. VASCO RODRIGUES,PE,,8140629999,033207313,"Geral - jahu@jahu.com.br
Vendas - vendas@jahu.com.br
Financeiro - financeiro@jahu.com.br
Compras - compras@jahu.com.br
RH - rh@jahu.com.br",J,http://www.jahu.com.br/,vendas@jahu.com.br,S,,87988197528,,,,0,SALA W,360,,0,99,99,99
000057,PATRAL PECAS LTDA,PATRAL PECAS,VILA SANTA CLARA,17014030,,,49871304000113,03332,003,0207001,,,RUA DOMICIANO SILVA,SP,08007728959,1421069000,209073076116,,J,www.patral.com.br,,S,,,,,7,0,,146,,0,99,99,99
000058,SAMA - DISTRIBUIDORA AUTOMOTIVA SA,SAMA-PE,AFOGADOS,50850000,,,61490561007113,01594,003,0207001,,,SAO MIGUEL,PE,8132566700,8121010900,026617994,,J,www.distribuidora.com.br,,S,,08000814411,,,6,0,,945,,0,99,99,99
000059,EKKO PARTS DISTRIB.AUTO PECAS LTDA ME,EKKO PARTS,AFOGADOS,50770720,,,16417234000179,01594,003,0207001,ALBERT,,SAO MIGUEL,PE,,8134226394,049315641,,J,,,S,,,,,1,0,GALPAO 03,475,,0,99,99,99
000060,BASTOS JUNTAS SKYLL INDUSTRIA E COM. LTDA,BASTOS JUNTAS,JARDIM GUANABARA,60346255,,,05004926000330,00932,001,0207001,CLAUDIO - ALLANA REP,,RUA WALT DISNEY,CE,,8532821583,064709914,GILESE - GERENTE COMERCIAL,J,www.juntas.com.br,allana_bahia@hotmail.com,S,00025646,7588366892,,,,0,,872A,,0,99,99,99
000061,CAMPOS NONATO COMERCIO DE PRODUTOS AUTOMOTIVOS,ADITVALE,CENTRO,48904000,,,09231040000119,02042,003,0207001,NONATO,,ADOLFO VIANA,BA,,36119772,75897521,,J,,,S,,,,,6,0,,879,,0,99,99,99
000062,LAGUNA - DISTRIBUIDORA AUTOMOTIVA SA,LAGUNA-PE,AFOGADOS,50850000,,,,01588,003,0207001,,,SAO MIGUEL,PE,,8121010950,026617994,,J,www.distribuidora.com.br,,S,,,,,6,0,,945,,0,99,99,99
000063,KICTECH-COMERCIAL GRANT IMP EXP DE PECAS AUTOMITIV,KICTECH,PARQUE INDUSTRIAL,87045020,,,09618614000106,04118,001,,,,RUBENS SEBASTIAO MARIN,PR,,4433066060,9044298802,,J,,,S,,,,,1,0,BARRACAO 08,1626,,0,99,99,99
000064,CIA BRASILEIRA DIST AUTO SA,SAMA,IMBIRIBEIRA,51180001,,,42580092001652,01594,003,,AIRTON,,MARECHAL MASCARENHAS DE MORAIS,PE,,8121233400,001566717,,J,,,S,,,,,,0,,2092,,0,99,99,99
000065,SO PICK UP INDUSTRIAL AUTOMOTIVE LTDA,SO PICK-UP,CAPUAVA,74450340,,,11156808000189,05409,003,,FABIO,,JOAO ALFREDO,GO,,6236057800,104551895,,J,,,S,,,,,7,0,,45,,0,99,99,99
000066,REAL MOTO PECAS LTDA,RMP-REAL,JARDIM JORDO,54355030,,,25630302000506,01550,003,,,,ANDERSON JOSE MENDES CAVALCANTE,PE,,08007014010,024343692,,J,,,S,,,,,,0,,149,,0,99,99,99
000067,BRASIL COMPONENTES AUTOMOTIVOS LTDA,BRASIL COMPONENTES,PARQUE OESTE INDUSTRIAL,74375740,,,11031766000150,05409,003,,ASSIS,,DAS PALMAS QUADRA 110,GO,,6232362600,104521716,,J,,,S,,,,,,0,QUADRA 110 LOTE 11,281,,0,99,99,99
000068,SOLICITY EXPRESS TRANSP. SERVICOS LTDA,SOLICITY EXPRESS,VILA NOVA BONSUCESSO,07175540,,,05397007000374,03477,009,0206003,,,TOSHIO UENISHI,SP,,1120850846,796136606118,,J,,solicityexpress.sp@gmail.com,S,,,,,7,0,,84,,0,99,99,99
000069,SIDERURGIA J.L. ALIPERTI SA - ALIPERTI MOLAS,ALIPERTI MOLAS,ALTO DA BOA VISTA,18087171,,,61156931002898,03846,001,0207001,ALISSON - RBR REP,,RUA PROFESSOR CELIA CANGRO MARQUES MENDES,SP,,1532283523,669543950115,,J,www.alipertimolas.com.br,allisonwenzel@hotmail.com,S,,75999855656,,,6,0,,255,,0,99,99,99
000070,ASX COMERCIO LTDA,ASX,CENTRO,44001640,,,15388190000133,01955,002,,VITOR,,RUA HONORATO BONFIM,BA,,7534814099,100998283,REP: CRHIS VISAC,J,,,S,03000004,,,,,0,LOTE 1 3 8,592,,0,99,99,99
000071,AE POLYCAR FREIO E PECAS AUTOMOTIVAS LTDA,POLYCAR,JARDIM DANFER,03728130,,,01763584000110,03477,002,0207001,,,DOS FALCONIDEOS,SP,,1120232651,149536493111,,J,,,S,,,,,,0,CS 1,45,,0,99,99,99
000072,PLATOLANDIA- IND.COMERCIO E EXP. LTDA,PLATOLANDIA,VILA MONTE BELO,08577520,,,49673288000154,03529,001,0207001,PITANGA,,SUZANO,SP,,1146403377,379020901115,,J,,,S,01013902,,,,,0,,650,,0,99,99,99
000073,AVX DISTRTIBUIDORA,AVX,VILA JULIETA,06298080,,,11904080000207,03652,003,,,,SAO DOMINGOS,SP,,1138317657,ISENTO,,J,,,S,,,,,,0,,325,,0,99,99,99
000074,METALURGICA IGUACU LTDA,IGUACU,CERAMICA,09581160,,,57046708000109,03810,001,0207001,BCR REPRESENTACOES,,RUA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA,SP,7133292222,1142236363,636096528110,"VENDEDORES INTERNOS: ADRIELE, VANESSA E LUCAS.
VENDEDOR EXTERNO: CLAUDIO (71) 99144-9606
BERNAR: (71) 99244-3397 / BERNARDINO: (71) 99144-9606",J,,,S,03000001,,,,,0,,264,,0,99,-1,-1
000075,LUBRIMOTORS IND COM IMP EXP LTDA,LUBRIMOTORS IND COM IMP EXP LTDA,DISTR INDUSTRIAL III,17280000,,,03324374000150,03678,,0207001,,,AV DR ALBERTO CLEMENTINO MOREIRA,SP,,1432838080,515025791115,,J,,,S,,,,,,0,,O1639,,0,99,99,99
000076,PETROPLUS SUL COM. EXTERIOR LTDA,TECBRIL,POLO INDUSTRIAL OESTE,79108680,,,02328237000121,05118,001,,,,AV JAMIL NAHAS,MS,,6733910044,283336625,,J,,,S,,,,,,0,,741,,0,99,99,99
000077,CYRO CAVALCANTI AUTO PECAS LTDA-LIGPECA,LIGPECA,IMBIRIBEIRA,51200060,,,10723930000550,01594,003,,ERIVALDO,,JEAN EMILE FAVRE,PE,,8133386655,021174288,,J,,,S,,8788197528,,,,0,,110,,0,99,99,99
000078,TRANSRUFINO TRANSPORTES E LOGISTICA LTDA-ME,TRANSRUFINO,VILA NOVA BONSUCESSO,07176160,,,12991594000129,03477,,0206003,GENIVAN,,REMANSO,SP,,1124127076,336544652111,,J,,,S,,87988195799,,,7,0,,26,,0,99,99,99
000079,BACURITY COMERCIAL IMP E EXP.LTDA,BACURITY,VILA OSASCO,06083205,,,03484514000158,03652,003,0207001,,,SANTO ANTONIO,SP,,1136531600,492369301116,,J,,,S,,,,,,0,,2476,,0,99,99,99
000080,BRASPRESS TRANSPORTES URGENTES LTDA.,BRASPRESS,TAMBORA,06460050,,,48740351008220,03329,009,,,,RIO PRETO,SP,,1148316200,206233560117,,J,,,S,,,,,1,0,,353,,0,99,99,99
000081,MP LUB COMERCIO E REPRESENTACOES LTDA,MP LUB COMERCIO E REPRESENTACOES LTDA,APIPUCOS,52071470,,,12599809000403,01594,,0207001,,,NORTE,PE,,8132658585,036096261,,J,,,S,,,,,,0,,8065,,0,99,99,99
000082,COMERCIAL JAHU BORRACHAS E AUTO PECAS LTDA,COMERCIAL JAHU BORRACHAS E AUTO PECAS LT,PARQUE INDUSTRIAL TOMAS E,01141010,,,61136701000147,03827,,0207001,,,ROBERT BOSCH,SP,,1136190000,105031448110,VENDEDOR MATHEUS - SEM ESPECIAL - FRETE CIF,J,,,S,,,,,,0,,280,,0,99,99,99
000083,LUPORINI DISTRIBUIDORA DE AUTOPECAS LTDA,LUPORINI-ES,BAIRRO - CANAA,29135920,,,50276898000446,03168,,0207001,,,"ROD - BR-101/BR-262 KM 10,5",ES,,2733449192,082896895,,J,,,S,,,,,,0,GALPAO 02,SN,,0,99,99,99
000084,WURTH DO BRASIL PECAS DE FIXACAO LTDA,WURTH DO BRASIL PECAS DE FIXACAO LTDA,JARDIM JORDO,54355030,,,43648971005033,01550,,0207001,,,ANDERSON JOSE MENDES CAVALCANTE,PE,,1146131900,057565708,,J,,,S,00002788,,,,,0,GALPAO A2,2425,,0,99,99,99
000085,ISAPA IMPORTACAO E COMERCIO LTDA,ISAPA IMPORTACAO E COMERCIO LTDA,SALSEIROS,88311549,,,61327045000755,04434,,,AMOEDO,,RUA ANTONIO VICTOR GONCALVES,SC,,554721040600,257202170,VENDEDOR AMOEDO - SEM ESPECIAL - FRETE CIF,J,,,S,01012268,,,,,0,MZNINO SETO,500,,0,99,99,99
000086,O ESTRADAO INDUSTRIA E COMERCIO DE ACESSORIOS LTDA,O ESTRADAO INDUSTRIA E COMERCIO DE ACESS,CENTRO,13460000,,,10203548000192,03642,,,,,AVENIDA CARLOS BOTELHO,SP,,1934766008,482110030118,,J,,,S,,,,,,0,,504,,0,99,99,99
000087,KELVYN HUANG - AVIONIX,AVIONIX,LAPA,05072000,,,06977000000122,03827,002,,CLAUDIO- ALLANA,,NOSSA SENHORA DA LAPA,SP,,1136454906,116886227111,,J,,,S,,75991436892,,,7,0,,666,,0,99,99,99
000088,NEW SCENT COMERCIO DE AROMATIZANTES LTDA,NEW SCENT COMERCIO DE AROMATIZANTES LTDA,HELENA,86027500,,,07534137000175,04100,,,,,R AMARO ROMEU RAMALHO,PR,,4333245401,9034775394,,J,,,S,,,,,,0,,100,,0,99,99,99
000089,PARAMAR -COM DE PARAFUSOS E PECAS LTDA,PARAMAR,JARDIM JAPO,02123010,,,43771781000120,03827,003,,JAIR RODRIGUES,,CECILIA MEIRELES,SP,,1122076600,110313243110,,J,,,S,,87988330543,,,,0,/409,385,,0,99,99,99
000090,SULCARBON IND E COM DE PECAS SINTERIZADAS LTDA,SULCARBON,NAVEGANTES,90240110,,,73961716000129,04927,003,,,,FREDERICO MENTZ,RS,,5133745000,0962398926,VENDEDOR VISAC - ESPECIAL 50X50 - FRETE FOB,J,,,S,,,,,,0,1106/1150,1106,,0,99,99,99
000092,MECABRAZIL INDUSTRIA DE PECAS AUTOMOTIVAS EIRELI E,MECABRAZIL,PARQUE NAAAES UNIDAS,02996000,,,14329698000106,03827,001,,,,ANTONIO DE CABEZON,SP,,,146522385119,,J,,,S,,,,,,0,,56,,0,99,99,99
000093,CVN COMERCIO IMP. EXP. E DISTR DE PECAS AUTOM LTDA,CORVEN,VOLTA GRANDE,88371890,,,08833357000243,04477,001,0207001,,,RODOVIA BR 470,SC,,08007262860,256493286,"REPRESENTANTE: 
CLAUDIO - (75) - 99143-6892 - NAO TEM ESPECIAL",J,,,S,00036958,,,,,0,KM 06,4325,,0,99,99,99
000094,FAMA DO BRASIL IND DE MOLAS E AUTO PECAS LTDA,ALIPERTI MOLAS,PQ. INDUSTRIAL ZONA OESTE,86813240,,,75267096000158,03926,,0207001,,,"ROD. BR 376 KM 232, S/N SAIDA P/ MARINGA - CAIXA P",PR,,4334209000,6360106428,"26/11/19 - EVERALDO: NF - 100% REPRESENTANTE CLAUDIO - FICOU DE DEPOSITAR DIA 26-11-19  197,02 REFERENTE A JUROS .",J,,,S,,,,,,0,,000,,0,99,99,99
000095,AMJUR COMERCIO IMPORTACAO E EXPORTACAO LTDA,CARPARTS,TAMBORA POLO EMPRESARIAL,06543312,,,05558532000162,03793,003,,,,ASIA,SP,,1141523001,623087720112,,J,,,S,,,,,,0,,124,,0,99,99,99
000096,EQUILIBRIO-COMERCIAL EXP E IMP AUTOM LTDA EPP,EQUILIBRIO,BARRA FUNDA,01137020,,,18397229000177,03827,,0207001,11 3392-2669,,DOUTOR RIBEIRO DE ALMEIDA,SP,,1133922669,142542717114,,J,,,S,,,,,,0,,207,,0,99,99,99
000097,DMX BRASIL INDUSTRIA E COMERCIO LTDA,COLUMBIA,CAMPESTRE,09080040,,,12658382000124,03799,001,,,,RUA MARIA ARSULA,SP,,1123769355,626919381114,,J,,garantia@dmxbrasil.com.br,S,00010509,,,,7,0,,81,,0,99,99,99
000098,GOOP DISTRIBUIDORA AUTOMOTIVA LTDA -BA,TAKAO,CAJI,42700000,,,04919165001356,02160,003,0207001,,,TV GERINO DE SOUZA FILHO,BA,,7130240041,118493130,,J,,,S,,,,,,0,LOTE 09,180,,0,99,99,99
000099,FLANACAR COMERCIO DE AUTO PECAS LTDA,IRB ROLAMENTOS,VILA FIRMIANO PINTO,04273200,,,96312889000111,03295,001,0207001,DEBORAH IG REPRESENT,,VERGUEIRO,SP,8133253365,1150682268,117004440119,"CONTATO : DEBORAH IG REPRESENTACOES 
FONE: 81-3325-3365",J,,escritorio.igrepresentacoes@gmail.com,S,01011776,,,,7,0,GALPAO 1 E 2,7703,,0,99,99,99
000100,TELES E TELES INFORMATICA EIRELI,ATS INFORMATICA,NOVA LIMA,34006053,,,01339695000101,02307,006,0201012,REI INFORMATICA,,MINISTRO OROZIMBO NONATO,MG,,7536040900,4336864860098,"ACESSO AO SUPORTE DA REI INFORMATICA:
USUARIO: BEZERRA.MURILLO
SENHA: 123",J,www.atsinformatica.com.br,atendimento@reiinformatica.com.br,S,,75998036051,,,,0,"TORRE B, 17 ANDAR",102,,0,99,99,99
000101,REPLABOR IND.COM. DE BORRACHA LTDA,REPLABOR,CIDADE INDUSTRIAL SATALIT,07224020,,,56193246000181,03477,002,,CAIO,,AREIAL,SP,,1124822800,336720308110,,J,,kayosbor@yahoo.com.br,S,,11999723430,,,,0,,484,,0,99,99,99
000102,J. C DOS SANTOS FILHO TRANSPORTES ME - AF TRANSPOR,AF TRANSPORTES E LOGISTICA LTDA,CIDADE INDUSTRIAL SATALIT,07222020,,,20288268000188,03477,009,0206003,ROBERIO,,CECILIA ROIZEN,SP,,1135342114,796221747114,"CONTATO: ROBERIO - 74 - 98803-9587
FORMA DE CALCULO DO FRETE: 2,5% SOBRE O VALOR DOS PRODUTOS EM CADA NOTA FISCAL.
7,0% SOBRE O VALOR DOS PRODUTOS NO CASO DE PARACHOQUES E CHAPARIAS.",J,,,S,,74988039587,,,1,0,CIDADE INDUSTRIAL SATELITE DE SAO PAULO,173,,0,99,99,99
000103,FGTS - FUNDO DE GARANTIA DO TEMPO DE SERVICO,FGTS,FGTS,,,,00360305000104,05561,011,0202002,,,FGTS,DF,,,0731282500175,,J,,,S,,,,,6,0,,00,,0,99,99,99
000104,ZEN S/A INDUSTRIA METALURGICA,ZEN-TENSORES,STEFFEN,88355100,,,57006264000170,04356,001,0207001,,,GUILHERME STEFFEN,SC,,4732552800,250001500,NAo tem especial.,J,,,S,,,,,,0,,65,,0,99,99,99
000105,CONTROLE CONTABIL,,CENTRO,56302320,,,19445076000159,01588,,0204001,,,CORONEL AMORIM,PE,,,ISENTO,,J,,,S,,,,,,0,SALA 9,9,,0,99,99,99
000106,COMPANHIA ENERGETICA DE PERNAMBUCO,CELPE,JATOBA,56332175,,,10835932002828,01588,003,0201003,,,PEROBA,PE,,,ISENTO,,J,,,S,,,,,,0,,742,,0,99,99,99
000107,DAE-DOCUMENTO DE ARRECADACAO ESTADUAL,,XXXXXXXXXX,,,,,01588,,,,,CCC,PE,,,,,J,,,S,,,,,1,0,,111111,,0,99,99,99
000108,ICATU SEGUROS,,XXXXXXXXXXXX,,,,,01588,,,,,XXXXXXXX,PE,,,,,J,,,S,,,,,6,0,,22222,,0,99,99,99
000109,OLIMPIC IND DE AUTO PECAS LTDA,OLIMPIC,VILA BERTIOGA,03189040,,,61468401000165,03827,001,0207001,,,DOUTOR JOSE HIGINO,SP,,1120206400,103674012112,,J,,,S,01007991,,,,7,0,,895,,0,99,99,99
000110,AUTOBRAS USINAGEM E COMPONENTES LTDA,KIT&CIA,CUMBICA,07210008,,,06877055000241,03477,001,0207001,,,JOAQUINA TEOFILO DO ESPIRITO SANTO,SP,,1124872222,336944483110,VENDEDOR IG REPR - NAO ESPECIAL - FRETE FOB,J,,,S,01009460,,,,7,0,,196,,0,99,99,99
000111,VULC BOR VULCANIZACAO DE ARTEFATOS DE BORRACHA EPP,BORFLEX,JARDIM SAO FRANCISCO,13617372,,,10681177000154,03566,001,0207001,,,AVENIDA JOAO ARRAIS SERODIO FILHO,SP,,1935549810,415147734111,,J,,,S,,,,,2,0,,510,,0,99,99,99
000112,RANALLE COMPONENTES AUTOMOTIVOS LTDA,RANALLE,PARQUE SO LOURENÃ‡O,08340140,,,04659149000138,03827,001,0207001,,,FORTE DO RIO BRANCO,SP,,1120204200,116281487119,"(11)-3181-5457 PARA SOLICITAR BOLETOS.
ESPECEIAL NA QUANTIDADE.
MARCOS - ALVEZ E TOMAZ",J,,,S,,,,,7,0,,31,,0,99,99,99
000113,WEGA MOTORS LTDA,WEGA,CORDEIROS,88311740,,,05097311000134,04434,001,0207001,,,MARIO URIARTE,SC,,4721041152,255572530,,J,,,S,,,,,7,0,,1060,,0,99,99,99
000114,AUTO NORTE DIST. DE PECAS LTDA - BA,AUTO NORTE,PORTO SECO PIRAJA,41233005,,,11509676000393,02160,003,0207001,,,ALVARO GOMES DE CASTRO,BA,,7122013232,55112286,,J,,,S,00050000,,,,7,0,GALPAO,737,,0,99,99,99
000115,GPS-GUIA DA PREVIDENCIA SOCIAL,GPS,BBBBBBBBBBBBB,,,,,01588,010,0202003,,,AAAAAAAA,PE,,,,,F,,,S,,,,,,0,,1111111111,,0,99,99,99
000116,DARF-DOCUMENTO DE ARRECADACAO DE RECEITAS FEDERAIS,DARF,BBBBBBBBBBB,,,,,01588,,,,,BBBBBBBB,PE,,,,,J,,,S,,,,,6,0,,11111,,0,99,99,99
000117,COMPESA-COMPANHIA DE PERNAMBUCANA DE SANEAMENTO,COMPESA,BBBBBBB,,,,09769035000164,01594,010,0201004,,,AAAAAAAAAAAA,PE,,,ISENTO,,J,,,S,,,,,6,0,,2222,,0,99,99,99
000118,DAS-DOCUMENTO DE ARRECADACAO DO SIMPLES NACIONAL,SIMPLES,XXX,,,,,01588,,0203001,,,XXXXX,PE,,,,,J,,,S,,,,,6,0,,X,,0,99,99,99
000119,ATLAS TRANSPORTE E LOGISTICA,ATLAS,PQ NOVO MUNDO,02190901,,,60664828000176,03827,,,1127953100,,RUA SOLDADO AMILTON SILVA COSTA,SP,,1127953100,105708615117,,J,,efiscal@atlastranslog.com.br,S,00001961,,,,,0,RUA SOLDADO AMILTON SILVA COSTA,58,,0,99,99,99
000120,SINDICATO DOS TRABALHADORES NO COMERCIO PETROLINA,GRCSU,CENTRO,56302050,,,35447366000198,01588,010,,,,MARECHAL DEODORO,PE,,38615876,ISENTO,,J,,,S,,,,,6,0,,AAA,,0,99,99,99
000121,SAMA - DISTRIBUIDORA AUTOMOTIVA S .A.,SAMA-BA,PORTO SECO PIRAJA,41233010,,,61490561002820,02160,003,0207001,,,DOUTOR ALTINO TEIXEIRA,BA,,7121020900,01260678,,J,,,S,,,,,6,0,,1311,,0,99,99,99
000122,RETIN INDUSTRIA E COMERCIO LTDA,RIC VALVULAS,EUGANIO DE MELLO,12247002,,,72877954000198,03822,001,0207001,CLAUDIO,,CORONEL GONCALVES,SP,,1239055100,645203927113,"RAFAEL-07/01/20
REPRESENTANTE: CLAUDIO - RBR
PRAZO: 14 DIAS 
FRETE: FOB
DESCONTO APLICADO: 10+10+10+11,83+5",J,,financeiro@riccomponentes.com.br,S,,,,,,0,,270,,0,99,99,99
000123,NAIR BEZERRA GUIMARAES - ME,REPLABOR,BONSUCESSO,07224020,,,65741514000143,03477,001,0207003,,,AV. DR. ARTHUR MARCONDES SIQUEIRA,SP,,1124822800,336631582111,,J,,,S,01002102,,,,,0,,550,,0,99,99,99
000124,MASKATE DIST. PAP LTDA,,CENTRO,44002128,,,,01955,010,,NELSINEY RAMOS,,RUA CONSELHEIRO FRANCO,BA,,7521018888,,,J,,,N,,,,,7,0,,55,,0,99,99,99
000125,PRIVATE BRASIL IND.COM.E IMP. DE PE,PERFECT,TABOAO,08772710,,,07169450000151,03608,,0207001,(11)2176-9000,,"AVENIDA GENERAL MOTORS,777",SP,,1121769000,454194605111,"REPRESENTANTE:
RICARDAL - (71) - 99983-0222 - NAO TEM ESPECIAL - FRETE FOB",J,,,S,00025226,,,,6,0,,777,,0,99,99,99
000126,RAPIDEZ CARGAS E ENCOMENDAS,RAPIDEZ,PORTO SECO PIRAJA,41233005,,,12760775000144,02160,009,,7130395300,,ALVARO GOMES DE CASTRO,BA,,,020851013,,J,,,S,,,,,6,0,,382,,0,99,99,99
000127,CENTRO I E E PERNAMBUCO,CIEE,BOA VISTA,50070095,,,10998292000157,01594,,,,,RUA DO PROGRESSO,PE,,,,,J,,,S,,,,,6,0,,475,,0,99,99,99
000128,VALCLEI IND.E COM.LTDA,VALCLEI,PARQUE INDUSTRIAL DO JARD,07140020,,,60379658000188,03477,001,0207001,,,ENGENHEIRO ALBERT LEIMER,SP,,1120331077,796474469116,,J,,,S,03000002,,,,,0,B,237,,0,99,99,99
000129,INDUSTRIA METALURGICA ALLI LTDA,IMA,JD. VILA FORMOSA,03471000,,,43592823000328,03827,,,,,RUA JORGE OGUSHI,SP,,1133893333,142264595115,"EVERALDO 26/11/19 - CRADITO NO VALOR DE 46,12 REFERENTE A JUROS DO BOLETO 22826/1 - ABATER NO PRAXIMO PEDIDO.",J,,,S,01008360,,,,,0,335 / 339 E 379,335,,0,99,99,99
000130,SGARIONI IND. E COM. DE PEAAS AUTOMOTIVAS LTDA,SGARIONI,SAO CRISTOVAO,95270000,,,12843459000136,04769,,,,,"AV. 25 DE JULHO, PAVILHAO C",RS,,5432921922,0480043205,,J,,,S,,,,,7,0,PAVILHAO C,3979,,0,99,99,99
000131,VELLCO AUTOMOTIVE LTDA-ME,ELPER AUTOMOTIVE SYSTEMS,CENTRO,89201250,,,21575591000103,04445,002,,CAMILA,,DONA FRANCISCA,SC,,4732279995,257539816,,J,,,S,,,,,,0,SALA 1409,1409,,0,99,99,99
000132,PIRABOR INDUSTRIA E COMERCIO AUTOPECAS EIRELI-EPP,BORFLEX,JARDIM CASARAO,13617383,,,19167216000174,03827,001,,,,AV JOAQUIM LOPES AGUILA,SP,,,415082395110,,J,,,S,,,,,,0,,3471,,0,99,99,99
000133,MAXIMO OLIVEIRA E SOARES TRANSPORTES,M.O.S. LOGISTICA,SALTO NORTE,89065130,,,04289284000996,04345,009,0206003,,,ARI BARROSO,SC,,4734655548,258136138,,J,,,S,,,,,6,0,,1051,,0,99,99,99
000134,WILLTEC INDUSTRIA E COMERCIO LTDA.,WILLTEC,PENHA,12929460,,,96474523000149,03351,001,0207001,VITOR,,EXPEDICIONARIO JOSE FRANCO DE MACEDO,SP,,551140357500,225185948114,,J,,,S,01009784,,,,,0,,351,,0,99,99,99
000135,AF TRANSPORTES-ME,AF TRANSPORTES,CIDADE INDUSTRIAL SATALIT,07222020,,,17524742000119,03477,009,0206003,,,CECILIA ROIZEN,SP,,11951688584,142078365117,,J,,,S,,,,,1,0,,173,,0,99,99,99
000136,FTE INDUSTRIA E COMERCIO LTDA,FTE,VILA NOAMIA,09370800,,,05249401000101,03595,002,0207001,,,PAPA JOAO XXIII,SP,67473047,1145193033,442134106114,,J,,,S,,,,,7,0,,763,,0,99,99,99
000137,DEVIGILI & VARITY COM IMP. E EXPORTACAO LTDA,DEVIGILI,VILA NOVA,89237680,,,13407513000163,04326,001,0207001,,,ROD SC 108,SC,,4730273300,256360340,,J,,,S,01011442,,,,7,0,CAIXA POSTAL N 6255,SN,,0,99,99,99
000138,SOFIBOR INDUSTRIA E CORMERCIO LTDA ME,SOFIBOR,VILA SO FRANCISCO,03678090,,,01468533000165,03827,001,0207001,,,TOMAZ CARTACHO,SP,,1122806298,114759291112,VENDEDOR SERVO - ESPECIAL 20X80 - FRETE FOB,J,,,S,,,,,1,0,,55,,0,99,99,99
000139,BRADESCO AUTO/RE COMPANHIA DE SEGUROS,BRADESCO SEGUROS,RIO COMPRIMIDO,20261901,,,92682038000100,03240,010,0209001,,,RUA BARAO DE ITAPAGIPE,RJ,,,77.902.97-0,,J,,,S,,,,,,0,,225,,0,99,99,99
000140,MARILLIAM COMERCIO IMP. EXPORTACAO DE ARTIGOS DO,KICTECH,JARDIM LIBERDADE,87047035,,,02288379000374,04118,002,0207001,,,DOS PALMARES,PR,,44999615510,9074306770,,J,,,S,,,,,7,0,SALA 05,163,,0,99,99,99
000141,METALURGICA SCHADEK LTDA,SCHADEK,VILA AMERICA,18540000,,,60851417000190,03718,001,0207001,,,RUA JOAO THOMAZ DE ALMEIDA,SP,,1532623112,554009696117,"RAFAEL 16/01/2020
REPRESENTANTE BAHIA: RANDAL REPRESENTACOES LTDA
71 3359-0222       Office
71 99918-3100    Mobile

Poltica Comercial: 
Descontos pedidos                             Prazo de pagamento
30% >= 20.000,00                                         49/56/63 
28% de 10.000,00 < 20.000,00                  42/49/56
 25% de  5.000,00 < 10.000,00                   35/42/49
Frete: CIF
Desconto adicionais para pagamento  vista:                                                                                                                               2%  - 21 dias
  1%  -  28 dias
Faturamento mnimo : R$ 3.000,00
Duplicada mnima : R$ 1.000,00
Pedidos enviados at dia 20 de cada ms, desconto adicional de 3%
Itens em promoo, desconto adicional de 5%
Diferena de ICMS: 11,83% itens nacionais; 14,58% itens importados",J,,,S,01003723,,,,7,0,,900,,0,99,99,99
000142,CONCILTEC CONCILIACAO INTELIGENTE E TECN EIRELI-ME,CONCILTEC,CENTRO,56302000,,,28038173000118,01588,010,0209001,,,GUARARAPES,PE,,8738611543,,,J,",",,S,,,,,1,0,CENTRO,2188,,0,99,99,99
000143,JCBL DISTRIBUIDORA DE PEAS AUTOMOTIVOS EIRELI,INDISA,DISTRITO INDUSTRIAL,13054700,,,08357761000107,03373,002,0207001,CLAUDIO,,ANTONIO LUCHIARI,SP,,1937656000,244794626116,,J,,,S,,,,,,0,BLOCO B,1001,,0,99,99,99
000144,SUN ESPECIAL COMERCIO E REPRESENTACOES,SUN ESPECIAL,SALSEIROS,88311601,,,05013910000475,04434,001,0207001,,,BR-101,SC,,1133348800,255709676,,J,,,S,01014351,,,,7,0,SALA 01,1001,,0,99,99,99
000145,NOTUS SISTEMAS TERMICOS DO BRASIL LTDA,NOTUS,CIDADE INDUSTRIAL SATLIT,07231020,,,11252446000120,03477,001,0207001,,,ARGIRITA,SP,,1124136550,336946849119,FINANCEIRO: VINICIUS  111-4840-8200,J,,,S,,,,,7,0,GALPAO 2,250,,0,99,99,99
000146,MF COMERCIO E INDUSTRIA DE MANGUEIRAS E ARTEFATOS,MG MANGUEIRAS,JARDIM YAMBER,09970300,,,14599436000153,03417,002,,VITOR VISAC,,POACA,SP,,1140494438,286385510116,,J,,mgmangueiras@terra.com.br,S,01012900,,,,,0,,51,,0,99,99,99
000147,SOFAPE FABRICANTE DE FILTROS LTDA.,SOFAPE FABRICANTE DE FILTROS LTDA.,AGUA CHATA,07251100,,,04155026000674,03477,,0207001,,,R COLINA (VILA DINAMARCA),SP,,1121455968,796504785114,,J,,,S,,,,,,0,GALPAO6 SITIO PEDREGULHO,501,,0,99,99,99
